Time,Value
0.975,-9.223372036854776E16
0.976,-9.223372036854776E16
0.977,-9.223372036854776E16
0.978,-9.223372036854776E16
0.979,-9.223372036854776E16
0.98,-9.223372036854776E16
0.981,-9.223372036854776E16
0.982,-9.223372036854776E16
0.983,-9.223372036854776E16
0.984,-9.223372036854776E16
0.985,-9.223372036854776E16
0.986,-9.223372036854776E16
0.987,-9.223372036854776E16
0.988,-9.223372036854776E16
0.989,-9.223372036854776E16
0.99,-9.223372036854776E16
0.991,-9.223372036854776E16
0.992,-9.223372036854776E16
0.993,-9.223372036854776E16
0.994,-9.223372036854776E16
0.995,-9.223372036854776E16
0.996,-9.223372036854776E16
0.997,-9.223372036854776E16
0.998,-9.223372036854776E16
0.999,-9.223372036854776E16
